,futures_id,contract_date,monthly_group,Open,High,Low,Close,spread,spread_per,Volume,settlement_price,open_interest,trading_session,futures_id_a,contract_date_a,monthly_group_a,Open_a,High_a,Low_a,Close_a,spread_a,spread_per_a,Volume_a,settlement_price_a,open_interest_a,trading_session_a,daily_ret,cum_daily_ret,daily_pnl,cum_daily_pnl,daily_ret_a,cum_daily_ret_a,daily_pnl_a,cum_daily_pnl_a,Foreign_Opt_Signal,Dealer_Opt_Signal,Foreign_Opt_Signal_a,MOVE_open,MOVE_high,MOVE_low,MOVE_close,SOX_open,SOX_high,SOX_low,SOX_close,SOX_ind,MOVE_ind,MOVE_vol,3_ma,divergence,gap,pos_night,pos_day,strat_ret,benchmark_ret,cum_strat,cum_bnh
2026-03-16,TX,202603,2026-03-18,33460.0,33723.0,33077.0,33250.0,-54.0,-0.16,107940.0,33264.0,43657.0,position,TX,202603,2026-03-18,33013.0,33663.0,32680.0,32815.0,-489.0,-1.47,105955.0,0.0,0.0,after_market,-0.006276150627615107,-0.008276778189775902,-90.0,-313.0,-0.005997637294399172,-0.04394915408771527,447.0,-1632.0,0.01316298187368527,-0.03547117626065288,-0.0009732082196906292,95.2977,95.2977,91.1698,91.1698,7744.0065,7818.9933,7617.9808,7646.6357,-0.016510931150146013,-0.04331584078104733,0.2125345765187585,32988.0,-0.005244331271977654,-0.01500825453999699,0.0,0.0,0.0,-90.0,-91.0,-257.0
2026-03-17,TX,202603,2026-03-18,33616.0,34017.0,33593.0,33795.0,531.0,1.6,77658.0,33801.0,24545.0,position,TX,202603,2026-03-18,33370.0,33889.0,33100.0,33685.0,421.0,1.27,57485.0,0.0,0.0,after_market,0.005324845311756254,-0.0029519328780196474,-2.0,-134.0,0.009439616421935915,-0.034509537665779355,246.0,-1317.0,-0.002256620267224533,0.04026681076415727,0.00043234314474383185,91.1698,91.1698,85.246,85.246,7846.2855,7896.7701,7762.0643,7796.2442,-0.012573698123833021,-0.06497546336615856,0.04527705446321062,32980.666666666664,0.02135594590770351,0.013082706766917251,0.0,1.0,-2.0,-2.0,-93.0,-259.0
2026-03-18,TX,202603,2026-03-18,34266.0,34440.0,34100.0,34263.0,462.0,1.37,36612.0,0.0,13354.0,position,TX,202603,2026-03-18,33614.0,34225.0,33502.0,34101.0,300.0,0.89,46685.0,0.0,0.0,after_market,-8.755034144636298e-05,-0.0030394832194660104,294.0,-137.0,0.014488010947819374,-0.02002152671795998,652.0,-830.0,-0.042155191930199426,0.018533982061093763,-0.0095002467634668,85.246,85.246,79.2295,79.2295,7828.7677,7866.5859,7763.8645,7836.827,-0.006377705730947425,-0.07057809164066342,0.06949065058771087,33533.666666666664,0.016918320891442518,0.00905459387483365,0.0,1.0,294.0,294.0,201.0,35.0
2026-03-19,TX,202604,2026-04-15,33898.0,34083.0,33537.0,33553.0,-1005.0,-2.91,70707.0,33559.0,72389.0,position,TX,202604,2026-04-15,34560.0,34734.0,33613.0,33897.0,-661.0,-1.91,76539.0,0.0,0.0,after_market,-0.010177591598324431,-0.013217074817790442,-348.0,-482.0,-0.019184027777777724,-0.039205554495737704,-662.0,-1493.0,-0.008033486781957259,-0.053975973140453874,4.833713716119913e-05,79.2295,81.2491,79.2295,81.2491,7883.1341,7913.7,7794.2634,7795.1283,0.0010294468183031924,0.025490505430426857,0.07593762424349504,33894.333333333336,7.867588485788168e-05,-0.010682076875930258,0.0,1.0,-348.0,-348.0,-147.0,-313.0
2026-03-20,TX,202604,2026-04-15,33809.0,33888.0,33371.0,33559.0,0.0,0.0,78064.0,33559.0,70587.0,position,TX,202604,2026-04-15,33550.0,33809.0,32856.0,33782.0,223.0,0.66,100009.0,0.0,0.0,after_market,-0.007394480759561062,-0.020611555577351504,-401.0,-732.0,0.006915052160953783,-0.03229050233478392,259.0,-1261.0,-0.011175400058450436,0.016988586658460578,0.0019500278757804154,81.2491,84.8753,81.2491,84.8753,7561.796,7913.3503,7548.4947,7863.3037,-0.01116380856695054,0.04463064821641094,0.025490505430426857,33926.666666666664,-0.004264099037138869,0.006825023097785543,0.0,0.0,0.0,-401.0,-147.0,-714.0
2026-03-23,TX,202604,2026-04-15,32501.0,32890.0,32213.0,32532.0,-1027.0,-3.06,85507.0,32559.0,71403.0,position,TX,202604,2026-04-15,33408.0,33744.0,32550.0,32737.0,-822.0,-2.45,88226.0,0.0,0.0,after_market,0.0009538168056366647,-0.01965773877171484,-281.0,-701.0,-0.02008500957854409,-0.05237551191332801,-907.0,-1932.0,-0.008879600046824901,-0.05453865487860116,-0.019571108182315947,84.8753,108.8445,84.8753,108.8445,7862.6592,7880.8097,7572.0801,7670.6084,0.03987249854399666,0.28240489282512105,0.04463064821641094,33472.0,-0.02195865200764824,-0.024494174439047667,0.0,-1.0,281.0,-281.0,134.0,-995.0
2026-03-24,TX,202604,2026-04-15,33280.0,33393.0,32342.0,32771.0,212.0,0.65,92474.0,32781.0,70222.0,position,TX,202604,2026-04-15,32220.0,33989.0,32100.0,33618.0,1059.0,3.25,117893.0,0.0,0.0,after_market,-0.01529447115384619,-0.03495220992556103,-194.0,-1210.0,0.04338919925512097,-0.00898631265820704,1060.0,-534.0,0.006230829832951925,0.003381715149855398,0.006468878654541207,108.8445,108.8445,98.1476,98.1476,7825.8405,7958.0029,7734.4158,7773.1319,-0.024425680309277498,-0.09827689961366903,0.28240489282512105,33379.0,0.007160190538961553,0.03338251567687189,0.0,1.0,-194.0,-194.0,-60.0,-1189.0
2026-03-25,TX,202604,2026-04-15,33786.0,33880.0,33444.0,33638.0,857.0,2.61,65796.0,33623.0,71475.0,position,TX,202604,2026-04-15,33086.0,33600.0,32785.0,33459.0,678.0,2.07,85273.0,0.0,0.0,after_market,-0.004380512638370915,-0.03933272256393194,-227.0,-1358.0,0.011273650486610665,0.002287337828403624,700.0,-161.0,0.012504830422670504,0.0007554743462090894,-0.003165383693174295,98.1476,103.0094,98.1476,103.0094,7732.7808,7924.4077,7709.4762,7872.7095,-0.006735199880447351,0.04953559740635538,0.10898789170596124,33271.333333333336,0.0056404913138436985,0.02099417167617701,0.0,1.0,-227.0,-227.0,-287.0,-1416.0
2026-03-26,TX,202604,2026-04-15,33855.0,34024.0,33347.0,33440.0,-183.0,-0.54,68947.0,33441.0,71761.0,position,TX,202604,2026-04-15,33559.0,33930.0,33456.0,33800.0,177.0,0.53,72885.0,0.0,0.0,after_market,-0.012258159799143353,-0.0515908823630753,-381.0,-1773.0,0.00718138204356511,0.009468719871968734,296.0,80.0,-0.015897698682069524,0.028353122170613393,-0.0006042881085448342,103.0094,103.0094,97.5937,97.5937,7935.7285,8025.6545,7896.2381,7967.7449,0.018095521342076593,-0.05257481356070415,0.04953559740635538,33625.666666666664,0.005184531657364877,0.004815981925203605,0.0,1.0,-381.0,-381.0,-668.0,-1797.0
2026-03-27,TX,202604,2026-04-15,32793.0,33243.0,32652.0,33120.0,-321.0,-0.96,64049.0,33126.0,70976.0,position,TX,202604,2026-04-15,33474.0,33542.0,32632.0,32807.0,-634.0,-1.9,68139.0,0.0,0.0,after_market,0.009971640289086148,-0.04161924207398915,256.0,-1446.0,-0.019925912648622757,-0.010457192776654023,-681.0,-587.0,-0.004976132879233224,-0.03508604447968122,-0.006759599149431514,97.5937,115.0172,97.5937,115.0172,7823.7646,7831.7546,7582.8619,7585.8707,0.004034462620539525,0.17853099124226257,0.05549231149141809,33355.333333333336,-0.016439150160893923,-0.0189294258373206,0.0,-1.0,-256.0,256.0,-924.0,-1541.0
2026-03-30,TX,202604,2026-04-15,32048.0,32712.0,32027.0,32468.0,-658.0,-1.99,70743.0,32480.0,70619.0,position,TX,202604,2026-04-15,33049.0,33060.0,32244.0,32244.0,-882.0,-2.66,71462.0,0.0,0.0,after_market,0.013105341987019514,-0.028513900086969635,601.0,-1026.0,-0.02435777179339771,-0.03481496457005173,-1001.0,-1392.0,-0.016604631139979675,0.005583882271118415,-0.007405768849686395,115.0172,115.0172,111.9456,111.9456,7545.4191,7611.5961,7427.1003,7457.6682,-0.030406576905445237,-0.026705570992860195,0.17853099124226257,32950.333333333336,-0.021436303122882028,-0.02644927536231889,0.0,0.0,0.0,601.0,-924.0,-940.0
2026-03-31,TX,202604,2026-04-15,32000.0,32451.0,31806.0,31979.0,-501.0,-1.54,93371.0,31954.0,71514.0,position,TX,202604,2026-04-15,32649.0,32858.0,31902.0,32031.0,-449.0,-1.38,66958.0,0.0,0.0,after_market,-0.0006562500000000249,-0.02917015008696966,-57.0,-1047.0,-0.01892860424515297,-0.0537435688152047,-649.0,-2010.0,-0.009759787279916029,-0.020534694813581007,-0.01238208189790554,111.9456,111.9456,108.3286,108.3286,7517.4696,7546.6834,7084.1313,7142.3342,-0.01162969198092656,-0.032310336449132504,0.027438327187491174,32360.666666666668,-0.010187264374446392,-0.013459406184550993,0.0,0.0,-0.0,-57.0,-924.0,-997.0
2026-04-01,TX,202604,2026-04-15,33049.0,33411.0,32906.0,33402.0,1448.0,4.53,65125.0,33389.0,74778.0,position,TX,202604,2026-04-15,31943.0,33200.0,31740.0,33084.0,1130.0,3.54,86828.0,0.0,0.0,after_market,0.01068110986716686,-0.0184890402198028,552.0,-694.0,0.03571987602917703,-0.018023692786027667,1106.0,-869.0,0.00788277429313564,0.05737378361467068,0.007562810883355406,108.3286,108.3286,96.0536,96.0536,7277.8777,7591.3251,7274.1448,7588.1963,-0.04990181802664029,-0.11331264319856427,0.033389151156758334,32453.0,0.019443502911903332,0.03455392601394669,0.0,1.0,552.0,552.0,-372.0,-445.0
2026-04-02,TX,202604,2026-04-15,33676.0,33687.0,32486.0,32487.0,-902.0,-2.7,85468.0,32505.0,71237.0,position,TX,202604,2026-04-15,33601.0,33880.0,33317.0,33567.0,178.0,0.53,70566.0,0.0,0.0,after_market,-0.03530704359187553,-0.05379608381167833,-1100.0,-1883.0,-0.001011874646587918,-0.019035567432615585,75.0,-903.0,-0.015034718830776263,-0.010012282488741052,-0.007965928311709357,96.0536,96.0536,90.1939,90.1939,7680.6065,7893.7474,7677.5359,7802.3106,0.04263861152819315,-0.06100448083153576,0.12779323211207072,32894.0,0.020459658296345884,0.0049398239626370355,0.0,1.0,-1100.0,-1100.0,-1472.0,-1545.0
2026-04-07,TX,202604,2026-04-15,33192.0,33377.0,32955.0,33159.0,654.0,2.01,51955.0,33177.0,71552.0,position,TX,202604,2026-04-15,32576.0,33131.0,32192.0,32877.0,372.0,1.14,69057.0,0.0,0.0,after_market,-0.0009942154736081177,-0.05479029928528645,39.0,-1916.0,0.009239931237720933,-0.009795636194894652,616.0,-602.0,0.03017663414974417,0.012400821931650626,0.0009408166220533852,90.1939,90.1939,84.4145,84.4145,7917.8625,7963.6473,7821.7812,7916.1047,0.03823141917587036,-0.06407750413276281,,,,,0.0,1.0,39.0,39.0,-1433.0,-1506.0
2026-04-08,TX,202604,2026-04-15,34651.0,35060.0,34473.0,34996.0,1819.0,5.48,74154.0,35016.0,74508.0,position,TX,202604,2026-04-15,33231.0,33596.0,32824.0,33495.0,318.0,0.96,79836.0,0.0,0.0,after_market,0.00995642261406604,-0.04483387667122041,349.0,-1571.0,0.00794438927507457,-0.001851246919820082,1420.0,-338.0,0.03713992291362398,0.06895632108499564,0.0032174654137367637,81.6779,83.1452,81.6779,83.1452,7915.1708,8006.3407,7790.0678,8003.8675,-0.0002220043603939903,0.01796446774464089,0.06846454104448885,,,0.010132995566814351,0.0,1.0,349.0,349.0,-1084.0,-1157.0
2026-04-09,TX,202604,2026-04-15,35032.0,35100.0,34745.0,34932.0,-84.0,-0.24,53298.0,34924.0,72691.0,position,TX,202604,2026-04-15,35000.0,35348.0,34935.0,35208.0,192.0,0.55,57379.0,0.0,0.0,after_market,-0.002854532998401438,-0.047688409669621845,-110.0,-1671.0,0.00594285714285725,0.004091610223037168,32.0,-130.0,-0.0016192094506816308,-0.005708810730967304,-0.007120952816523937,83.1452,83.1452,78.7357,78.7357,8497.9287,8526.3883,8320.9193,8510.9174,0.011205911058798756,-0.05303372894646963,0.01796446774464089,33860.0,0.03981098641464853,0.00605783518116354,0.0,1.0,-110.0,-110.0,-1194.0,-1267.0
2026-04-10,TX,202604,2026-04-15,35249.0,35580.0,35215.0,35567.0,643.0,1.84,55415.0,35569.0,71146.0,position,TX,202604,2026-04-15,34922.0,35289.0,34765.0,35222.0,298.0,0.85,47030.0,0.0,0.0,after_market,0.009021532525745446,-0.0386668771438764,272.0,-1353.0,0.008590573277590163,0.012682183500627331,327.0,170.0,0.015399636329747923,0.011619684022495478,-0.007603611106189202,78.7357,78.7357,74.0129,74.0129,8561.1818,8699.4985,8543.5631,8689.5328,0.001528454810405755,-0.05998295563511846,0.05600382037627161,34641.666666666664,0.01675246572047162,0.00830184358181607,0.0,1.0,272.0,272.0,-922.0,-995.0
2026-04-13,TX,202604,2026-04-15,35280.0,35652.0,35225.0,35457.0,-112.0,-0.31,83511.0,35460.0,38421.0,position,TX,202604,2026-04-15,35521.0,35748.0,35475.0,35589.0,20.0,0.06,38073.0,0.0,0.0,after_market,0.005017006802721102,-0.0336498703411553,220.0,-1176.0,0.001914360519129632,0.014596544019756963,-241.0,238.0,0.00713463561542111,-0.028649454266360855,0.0005054074726721726,74.0129,74.0129,72.1541,72.1541,8812.2198,8962.9539,8795.5833,8889.828,0.014992205865783648,-0.02511454084355569,0.06381049789969029,35339.666666666664,0.007055339137324479,0.000618550903927817,0.0,1.0,220.0,220.0,-702.0,-775.0
2026-04-14,TX,202604,2026-04-15,36060.0,36430.0,35990.0,36381.0,921.0,2.6,71746.0,36377.0,16844.0,position,TX,202604,2026-04-15,35500.0,36037.0,35455.0,36027.0,567.0,1.6,33269.0,0.0,0.0,after_market,0.008901830282861845,-0.024748040058293452,321.0,-855.0,0.014845070422535134,0.029441614442292097,560.0,765.0,-0.02942178607429456,0.06636404693482457,0.0011696930479191093,72.1541,74.4185,72.1541,74.4185,8873.3065,9044.7885,8837.9623,9039.5245,0.008806884276763016,0.031382832022019524,0.02576152983683544,35612.666666666664,0.01163443718527124,0.01607581013622128,0.0,1.0,321.0,321.0,-381.0,-454.0
2026-04-15,TX,202604,2026-04-15,36725.0,37073.0,36618.0,36643.0,266.0,0.73,30496.0,0.0,8760.0,position,TX,202604,2026-04-15,36381.0,36738.0,36357.0,36725.0,348.0,0.96,27131.0,0.0,0.0,after_market,-0.002232811436351234,-0.026980851494644686,294.0,-937.0,0.009455485005909647,0.038897099448201744,344.0,1109.0,-0.027311560734297705,0.030447139041549675,0.005072083879423329,74.4185,74.4185,74.3509,74.3509,9133.2896,9225.462,9042.15,9224.1211,0.018732363183893153,-0.0009083762774041437,0.031382832022019524,36113.666666666664,0.01692803278537225,0.009455485005909647,0.0,1.0,294.0,294.0,-87.0,-160.0
2026-04-16,TX,202605,2026-05-20,37321.0,37666.0,37086.0,37645.0,660.0,1.78,56683.0,37649.0,77142.0,position,TX,202605,2026-05-20,37019.0,37294.0,37001.0,37226.0,241.0,0.65,35783.0,0.0,0.0,after_market,0.008681439404088831,-0.018299412090555855,229.0,-613.0,0.005591723169183327,0.04448882261738507,302.0,1316.0,-0.042738427030286595,0.025992447906369856,-0.0006638784831729889,74.3509,74.3509,67.941,67.941,9189.2256,9249.9555,9035.1111,9239.2855,0.009945102364869784,-0.08621146482423203,0.0009092021750913837,36659.333333333336,0.015457636981941691,0.015910269355674966,0.0,1.0,229.0,229.0,142.0,69.0
2026-04-17,TX,202605,2026-05-20,37145.0,37388.0,37033.0,37083.0,-566.0,-1.5,51355.0,37078.0,78627.0,position,TX,202605,2026-05-20,37550.0,37564.0,36927.0,37143.0,-506.0,-1.34,60989.0,0.0,0.0,after_market,-0.0016691344730112023,-0.019968546563567058,-90.0,-675.0,-0.01083888149134482,0.03364994112604025,-405.0,909.0,-0.010080585721717777,-0.05597140515504632,-0.00022292177197331945,67.941,67.941,65.893,65.893,9215.9275,9356.1632,9144.9762,9329.3453,0.005447673414395338,-0.030143801239310597,0.09434509353703935,37031.333333333336,0.0030154643815147875,-0.013335104263514364,0.0,0.0,-0.0,-90.0,142.0,-21.0
2026-04-20,TX,202605,2026-05-20,37324.0,37704.0,37209.0,37254.0,176.0,0.47,52704.0,37240.0,79491.0,position,TX,202605,2026-05-20,37055.0,37993.0,37042.0,37742.0,664.0,1.79,52411.0,0.0,0.0,after_market,-0.0018754688672167896,-0.021844015430783847,-10.0,-745.0,0.018540008096073368,0.05218994922211362,269.0,1596.0,-0.007884446170702995,-0.009673795517329997,-0.00036941181919331484,65.893,65.893,65.6953,65.6953,9477.8886,9556.4233,9419.128,9555.8828,0.012306715737510077,-0.0030003186984960406,0.031080691423975182,37370.333333333336,0.009945500441526534,0.01777094625569675,0.0,1.0,-10.0,-10.0,132.0,-31.0
2026-04-21,TX,202605,2026-05-20,37707.0,38159.0,37647.0,38048.0,808.0,2.17,63284.0,38048.0,82127.0,position,TX,202605,2026-05-20,37314.0,37692.0,37218.0,37621.0,381.0,1.02,43889.0,0.0,0.0,after_market,0.009043413689765911,-0.012800601741017936,403.0,-404.0,0.008227474942380963,0.06041742416449458,393.0,1903.0,0.006485130006009462,0.021363682741968492,0.00635395874916833,65.6953,67.9035,65.6953,67.9035,9604.8961,9612.0848,9462.9402,9599.2133,0.008229069077684503,0.03361275464150393,0.0030093477006725156,37502.0,0.0031731640979146825,0.009851291136522278,0.0,1.0,403.0,403.0,535.0,372.0
2026-04-22,TX,202605,2026-05-20,38150.0,38369.0,37925.0,38206.0,158.0,0.42,54740.0,38216.0,81421.0,position,TX,202605,2026-05-20,38110.0,38126.0,37542.0,37904.0,-144.0,-0.38,56956.0,0.0,0.0,after_market,0.0014678899082569696,-0.011332711832760967,81.0,-348.0,-0.00540540540540535,0.05501201875908923,40.0,1697.0,-0.005408401631230946,0.027230325924458718,0.004450262970084596,67.9035,70.7772,67.9035,70.7772,9676.7778,9721.403,9569.7026,9647.2143,-0.0005916565823133046,0.04232035167553949,0.03361275464150393,37755.666666666664,0.00392877007424941,-0.003784693019344032,0.0,1.0,81.0,81.0,616.0,453.0
2026-04-23,TX,202605,2026-05-20,38686.0,39087.0,37408.0,37875.0,-341.0,-0.89,111647.0,37851.0,78250.0,position,TX,202605,2026-05-20,38231.0,38750.0,38023.0,38746.0,530.0,1.39,38492.0,0.0,0.0,after_market,-0.020963656102983008,-0.032296367935743975,-766.0,-1159.0,0.013470743637362448,0.06848276239645168,455.0,2212.0,0.010658859865024042,-0.03327286403256493,0.015030414438945315,70.7772,70.7772,69.8789,69.8789,9817.1021,9914.0799,9698.9473,9909.2664,-0.0030550975346359532,-0.012691940342369978,0.04232035167553949,38090.333333333336,0.017213466233777508,0.014133905669266644,0.0,1.0,-766.0,-766.0,-150.0,-313.0
2026-04-24,TX,202605,2026-05-20,38299.0,39244.0,38268.0,39224.0,1373.0,3.63,87114.0,39222.0,79817.0,position,TX,202605,2026-05-20,37920.0,38434.0,37643.0,38047.0,196.0,0.52,66531.0,0.0,0.0,after_market,0.024152066633593483,-0.008144301302150492,948.0,-234.0,0.0033491561181435703,0.07183191851459525,379.0,2339.0,0.024752366467806465,0.011043190183707061,0.0013545766244006843,69.8789,69.8789,67.6962,67.6962,9984.7254,10206.1828,9923.4276,10078.5723,0.009388137055231338,-0.031235465927483053,0.012855096459732263,38232.333333333336,-0.004847554861940662,0.004541254125412619,0.0,1.0,948.0,948.0,798.0,635.0
2026-04-27,TX,202605,2026-05-20,39999.0,40458.0,39837.0,39888.0,666.0,1.7,80194.0,39921.0,79918.0,position,TX,202605,2026-05-20,39247.0,39875.0,39130.0,39766.0,544.0,1.39,57240.0,0.0,0.0,after_market,-0.0027750693767344403,-0.010919370678884932,-137.0,-345.0,0.0132239406833643,0.08505585919795955,752.0,2858.0,-0.03752779672822917,0.02721188170231265,-0.006505557289616893,67.6962,67.6962,66.9665,66.9665,10463.814,10564.0141,10270.9595,10513.6638,0.009399046667823319,-0.01077903929614965,0.032242577869954214,38853.0,0.023498828919259696,0.013818070569039387,0.0,1.0,-137.0,-137.0,661.0,498.0
